,OV_CONTROL_1,OV_CONTROL_2,OV_RCCD1OE_1,OV_RCCD1OE_1,BR_CONTROL_1,BR_CONTROL_1,BR_RCCD1OE_1,BR_RCCD1OE_2,BR_CONTROL_3,BR_CONTROL_4,BR_RCCD1OE_3,BR_RCCD1OE_4
ENSG00000152332.15_UHMK1,4276,5276,4616,4665,7677,6115,6302,5619,6778,5111,5166,6929
ENSG00000152348.15_ATG10,197.02,176,123.2,151,505.78,408.22,344.46,267.36,463.11,339.14,345.06,412.22
ENSG00000152359.14_POC5,265,323,335,336,646,675,605,495,923,652,655,684
ENSG00000152377.12_SPOCK1,4750,5883,2387,2060,2358,2206,2695,2255,1444,1136,1989,2076
ENSG00000152380.9_FAM151B,28,29,28,40,36,25,39,38,39,20,23,27
ENSG00000152382.5_TADA1,631,710,923,767,903,788,782,655,997,814,784,912
ENSG00000152402.10_GUCY1A2,903,1158,1324,1432,100,70,44,25,7,5,14,18
ENSG00000152404.15_CWF19L2,484,622,703,763,509,390,332,321,787,457,518,506
ENSG00000152409.8_JMY,993,1284,1632,1598,1082,925,1095,947,1039,726,724,865
ENSG00000152413.14_HOMER1,1009,1221,737,634,883,869,720,596,1585,1283,1150,1190
ENSG00000152422.15_XRCC4,370,360,295,296,622,556,441,359,1222,918,832,820
ENSG00000152430.17_BOLL,0,0,0,0,1,1,6,2,0,0,1,0
ENSG00000152433.14_ZNF547,102.02,101.05,146.02,114.04,64.34,63,76,71,24.04,19,19.94,30
ENSG00000152439.12_ZNF773,227.93,252.59,295.83,307.36,154.5,93.4,150,120.81,15.13,10.08,24.74,44.92
ENSG00000152443.12_ZNF776,604.24,866.85,1032.8,888.97,354.9,310.97,429.31,352.52,224.63,171.18,174,229
ENSG00000152454.3_ZNF256,178,192,185,196,5,1,0,5,0,0,0,0
ENSG00000152455.15_SUV39H2,455,460,495.82,536.94,549,391,445,426,641.98,581.99,482,651
ENSG00000152457.17_DCLRE1C,318,418,531.18,499.06,382,381,356,334,541.02,435.01,348,431
ENSG00000152463.14_OLAH,0,0,0,0,59,46,36,39,72,53,46,46
ENSG00000152464.14_RPP38,356.85,435.78,574.69,524.62,726.87,534.31,484.36,440.36,788.08,612.88,593,776.48
ENSG00000152465.17_NMT2,2354.15,2667.22,2945.31,2575.38,663.13,560.69,574.64,517.64,584.92,512.12,493,647.52
ENSG00000152467.9_ZSCAN1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000152475.6_ZNF837,5,5,5,8,9,1,3,0,2,7,2,1
ENSG00000152484.13_USP12,2388,2559,1759,1834,1107,1096,1381,1212,1767,1283,1174,1435
ENSG00000152492.13_CCDC50,5239,5895,5064,4674,3151,2756,3241,2792,3388,2803,2256,2786
ENSG00000152495.10_CAMK4,1062,1273,941,951,140,132,139,136,81,49,89,102
ENSG00000152503.9_TRIM36,481,600,365,402,85,89,60,61,94,79,81,109
ENSG00000152518.6_ZFP36L2,398,512,825,695,3190,2659,3476,2808,2567,2229,2154,2236
ENSG00000152520.13_PAN3,707,857,945,907,719,603,839,668,775,634,622,809
ENSG00000152527.13_PLEKHH2,242,352,518,529,67,79,85,83,64,50,73,77
ENSG00000152556.15_PFKM,1817,2338,2311.02,1758,3964,2592,3011,2553,2981,2672,2370.18,3307.19
ENSG00000152558.14_TMEM123,14918,16305,15965,15656,7799,7581,6992,6156,9481,6844,6189,6318
ENSG00000152578.12_GRIA4,9,13,3,20,0,0,2,0,0,0,2,0
ENSG00000152580.8_IGSF10,18.15,27.25,73.1,48.24,1.78,1,0,2.47,4,3.49,1.25,1.17
ENSG00000152582.12_SPEF2,46,80,37,49,153,139,160,131,166,140,107,107
ENSG00000152583.12_SPARCL1,0,0,1,0,1,0,1,0,1,2,4,0
ENSG00000152591.12_DSPP,0,0,0,0,0,0,0,0,0,0,0,1
ENSG00000152592.13_DMP1,0,0,0,1,1,1,0,0,0,0,0,1
ENSG00000152595.16_MEPE,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000152601.17_MBNL1,4061,4802,5018,4779,4315,4134,5363,4511,6212,5178,4382,4768
ENSG00000152611.11_CAPSL,0,2,0,0,14,4,4,16,3,2,6,7
ENSG00000152620.12_NADK2,758,839,969,996,1622,1095,1021,956,998,721,751,984
ENSG00000152642.10_GPD1L,1058,1202,1288,1177,1061,712,846,730,773,663,735,900
ENSG00000152661.7_GJA1,13139,14635,8544,7629,267,212,169,210,767,626,440,638
ENSG00000152669.8_CCNO,30,21,59,22,160,74,103,65,132,92,69,115
ENSG00000152670.18_DDX4,0,0,0,0,1,0,1,3,1,0,0,0
ENSG00000152672.7_CLEC4F,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000152683.14_SLC30A6,1014,1131,1330,1246,1927,1607,1658,1499,2804,2047,2069,2593
ENSG00000152684.10_PELO,1070.86,1249.12,1937.04,1433.98,2369.11,1449.94,1708.85,1348.74,2175.15,1933.56,1757.37,2288.03
ENSG00000152689.17_RASGRP3,39,36,243,269,4,5,7,2,6,6,2,5
ENSG00000152700.13_SAR1B,1773.23,2055.4,1771.66,1694.45,2549.79,1786.34,1654.08,1431.56,2235.84,1790.46,1755.08,2891.03
ENSG00000152705.7_CATSPER3,8,4,6,3.18,18.16,17,28,31,9,9,11,25
ENSG00000152749.7_GPR180,1389,1658,1989,2160,950,886,1069,944,2097,1482,1405,1732
ENSG00000152760.9_TCTEX1D1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000152763.16_WDR78,76,60,64,56,118,87,75,73,112,78,104,84
ENSG00000152766.5_ANKRD22,0,1,4,6,100,65,10,14,355,310,156,258
ENSG00000152767.15_FARP1,2725.58,3273.71,3215.1,2280.53,577.63,499.29,621.56,489.15,342.34,314.86,321.12,327.38
ENSG00000152778.8_IFIT5,1979,2323,3398,3372,724,584,424,342,1031,650,786,897
ENSG00000152779.13_SLC16A12,75,106,91,82,37,26,24,21,25,10,7,15
ENSG00000152782.16_PANK1,213,296,487,482,721,562,722,645,512,472,428,571
ENSG00000152784.15_PRDM8,93,131,160,155,25,22,14,19,85,61,96,92
ENSG00000152785.6_BMP3,0,0,0,0,1,0,0,0,0,0,0,0
ENSG00000152795.17_HNRNPDL,8983,11321,11685,10838,7523,6989,8343,7069,7527,5759,5905,6272
ENSG00000152804.10_HHEX,187,218,85,97,138,120,147,115,157,113,91,131
ENSG00000152818.18_UTRN,6348,8383,7206,6681,3545,2871,3323,2845,1921,1601,1934,2311
ENSG00000152822.13_GRM1,1,3,4,1,4,2,2,2,9,0,6,1
ENSG00000152894.14_PTPRK,4772,6022,6482,5698,3616,3148,3467,3024,3679,3248,3491,3921
ENSG00000152904.11_GGPS1,1091,1321,1523,1359,1797,1566,1468,1206,1536,1207,1146,1574
ENSG00000152910.18_CNTNAP4,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000152926.14_ZNF117,332.1,519,612,675,623.64,647.3,1379.76,1164.6,789.58,536,324.2,490.6
ENSG00000152931.7_PART1,0,0,1,0,31,17,10,9,12,7,5,9
ENSG00000152932.7_RAB3C,0,0,0,0,232,182,115,112,33,27,57,77
ENSG00000152936.10_LMNTD1,0,0,0,0,11,15,22,18,4,3,14,7
ENSG00000152939.14_MARVELD2,386,482,540,402,408,315,241,181,996,934,724,919
ENSG00000152942.18_RAD17,924,1121,1332,1300.03,1351.09,1454,1237,1101,1608,1039,995,994
ENSG00000152944.8_MED21,1187,1255,1232,1224,562,581,505,427,1110,786,737,1007
ENSG00000152952.11_PLOD2,8588,9976,11950,12427,7125,6748,8062,7002,9188,6610,6761,7783
ENSG00000152953.12_STK32B,541,595,364,273,7,5,11,6,2,3,3,3
ENSG00000152954.11_NRSN1,3,0,5,6,0,0,0,0,0,0,0,0
ENSG00000152969.16_JAKMIP1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000152977.9_ZIC1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000152990.13_ADGRA3,1645,1967,2733,2459,2217,1797,1856,1680,1888,1589,1581,2001
ENSG00000153002.11_CPB1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000153006.14_SREK1IP1,859,1036,989,993,1309,1207,959,949,1877,1296,1211,1595
ENSG00000153012.11_LGI2,1,4,10,15,7,6,9,10,6,4,4,2
ENSG00000153015.15_CWC27,1115,1313,1275,1314,1123,1173,945,822,1857,1227,1145,1249
ENSG00000153029.14_MR1,1490,1813,2875,2349,2120,1791,1510,1223,1906,1650,1248,1636
ENSG00000153037.12_SRP19,2381.5,2843.62,2096.04,2046.97,1829.7,1773.85,1703.31,1406.87,2801.05,2109.01,1873.37,1983.55
ENSG00000153044.9_CENPH,152,199,188,236,941,699,966,896,931,775,699,898
ENSG00000153046.17_CDYL,979,1147,1832,1359,1319,1012,1185,981,1811,1575,1286,1582
ENSG00000153048.10_CARHSP1,1141,1235,1628,1151,1807,951,1159,997,1117,906,896,1398
ENSG00000153060.7_TEKT5,0,0,2,0,0,0,2,2,1,1,0,0
ENSG00000153064.11_BANK1,604,727,980,1053,3,3,3,0,1,2,1,0
ENSG00000153066.12_TXNDC11,1240,1415,1919,1541,2017,1530,1851,1524,1565,1536,1384,1494
ENSG00000153071.14_DAB2,1209,1519,1850,1555,506,536,587,459,231,155,212,180
ENSG00000153086.13_ACMSD,1,5,0,6,2,0,1,1,2,0,1,0
ENSG00000153093.18_ACOXL,2,0,0,0,15,12,2,0,39,30,32,23
ENSG00000153094.21_BCL2L11,102,142,246,186,949,730,1173,1038,525,500,426,530
ENSG00000153107.11_ANAPC1,2032,2495,3301,2935,6100,4964,5667,4992,4703,4371,4119,4909
ENSG00000153113.23_CAST,20899.99,24688.6,18263.51,16710.62,9649.48,8892.89,10260.57,8555.04,11444.09,10387.18,9462.76,9961.19
ENSG00000153130.17_SCOC,2224,2162,1936,1882,2050,1404,1015,896,2281,1545,1384,2165
ENSG00000153132.12_CLGN,3308,3646,4425,4412,261,321,269,244,66,59,41,59
ENSG00000153140.8_CETN3,624,605,521,500,1166,1055,756,708,1369,971,838,1128
ENSG00000153147.5_SMARCA5,6072,7187,7336,7273,4805,4259,4513,3936,5332,4100,4228,4622
ENSG00000153157.12_SYCP2L,11.71,9,32,58,30,26,14.95,18.13,2.52,10,7.44,5
ENSG00000153162.8_BMP6,461,611,462,348,65,73,23,24,57,67,68,82
ENSG00000153165.18_RGPD3,52.61,76.11,56.6,46.54,13.98,1.6,11.49,8.63,13.86,4.34,11.9,9.9
ENSG00000153179.11_RASSF3,1141,1299,1287,1237,835,733,535,511,868,729,739,960
ENSG00000153187.16_HNRNPU,15093,18612,18747,17102,21055,17934,22309,19575,20818,17994,16022,17497
ENSG00000153201.15_RANBP2,6260.94,7810.94,6564.98,6360.25,7047.13,6622.59,7443.77,6517.07,6858.48,5863.27,5627.07,6503.83
ENSG00000153207.14_AHCTF1,2426,3129,3375,3178,8449,8015,8246,7368,8637,7504,6006,6706
ENSG00000153208.16_MERTK,83,107,130,107,17,13,28,25,24,28,23,21
ENSG00000153214.9_TMEM87B,1155,1364,1400,1294,1509,1404,1322,1196,2202,1780,1602,1811
ENSG00000153230.4_OR14K1,1,2,4,4,0,1,0,0,1,0,1,0
ENSG00000153233.12_PTPRR,1516,1584,1936,1822,44,27,12,7,53,50,24,33
ENSG00000153234.13_NR4A2,14,33,31,25,176,141,163,129,97,79,46,69
ENSG00000153237.17_CCDC148,26,21,38,17,4,5,7,9,6,2,1,5
ENSG00000153246.11_PLA2R1,1139,1422,1458,1387,545,446,605,568,338,288,320,415
ENSG00000153250.17_RBMS1,4348,5374,2976,2715,2785,2919,3050,2567,2458,2155,2020,2292
ENSG00000153253.15_SCN3A,0,0,2.01,5.07,12.78,29,4,6,26,27,14,25
ENSG00000153266.12_FEZF2,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000153283.12_CD96,6,5,8,11,0,0,0,1,2,1,3,1
ENSG00000153291.15_SLC25A27,146,212,471,567,71,58,203,174,52,49,35,48
ENSG00000153292.15_ADGRF1,135,163,276,270,29,18,0,0,16,20,7,26
ENSG00000153294.11_ADGRF4,159,172,245,178,207,161,93,73,392,286,226,307
ENSG00000153303.16_FRMD1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000153310.18_FAM49B,2540,2928,2361,2268,7478,7005,6614,5871,8624,6626,6518,7942
ENSG00000153317.14_ASAP1,7735,10315,16185,13634,8007,8521,13230,11193,8775,7573,7317,7279
ENSG00000153339.13_TRAPPC8,1986,2245,2553,2328,1303,1042,1152,955,1415,1065,988,1312
ENSG00000153347.9_FAM81B,0,0,0,2,2,7,5,0,1,0,0,0
ENSG00000153363.12_LINC00467,74,102,80,72,316,361,236,205,424,340,235,228
ENSG00000153391.15_INO80C,196.48,212.05,210.42,128.18,334,216.69,196.14,170,253.26,286.48,272.46,364.9
ENSG00000153395.9_LPCAT1,1354,1587,2037,1512,3607,2539,3673,2860,3530,3215,2564,2659
ENSG00000153404.13_PLEKHG4B,68,88,245,193,13,8,12,10,7,4,4,3
ENSG00000153406.13_NMRAL1,919,1057,1186,669,2665,1912,2354,1802,2402,2167,1984,2114
ENSG00000153443.12_UBALD1,350,441,716,247,644,503,821,441,618,635,514,328
ENSG00000153446.15_C16orf89,2,0,2,0,0,2,3,0,2,2,2,0
ENSG00000153485.5_TMEM251,246,259.37,359,308,451,241,261,223.52,336,274,289.19,526
ENSG00000153487.12_ING1,267.62,263,508.4,437,360.65,267.87,409.2,403.6,435,393,397.73,318.71
ENSG00000153495.10_TEX29,0,0,0,5,2,3,4,2,0,0,2,0
ENSG00000153498.11_SPACA7,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000153531.12_ADPRHL1,27,49,66,43,109,66,94,92,127,150,118,95
ENSG00000153551.13_CMTM7,864.76,1076.56,765.95,496,1006.55,819.72,1022.76,766,1168,1136.19,914,1073
ENSG00000153558.13_FBXL2,1266,1403,1284,1086,216,163,216,209,171,120,140,216
ENSG00000153560.11_UBP1,3590,4113,5264,4735,3314,2942,3568,3003,3951,3431,3011,3187
ENSG00000153561.12_RMND5A,1445,1706,2126,1874,1348,1160,1301,1233,1375,1082,1007,1193
ENSG00000153563.15_CD8A,0,0,0,1,17,7,7,8,2,2,2,7
ENSG00000153574.8_RPIA,435,454,434,396,854,517,551,490,714,687,495,902
ENSG00000153684.14_GOLGA8F,0,0,0,0,2.16,0,3.84,3.38,0,0,0,1.97
ENSG00000153707.15_PTPRD,424,535,805,710,0,2,1,0,0,0,3,2
ENSG00000153714.5_LURAP1L,219,261,662,574,1152,740,683,607,882,727,616,875
ENSG00000153721.17_CNKSR3,226,267,493.64,447.46,826.93,619,642,495.25,989,871.45,798.81,951.93
ENSG00000153767.9_GTF2E1,589,656,628,591,955,959,1024,856,1588,1348,1141,1224
ENSG00000153774.8_CFDP1,2021,2822.96,2153,1948,1022,987,1066,879,1121,740,922,904.96
ENSG00000153779.9_TGIF2LX,0,0,2,0,0,0,0,0,0,0,0,0
ENSG00000153786.12_ZDHHC7,2657,3477,4977,3873,4512,3325,3865,3145,2543,2329,2250,2782
ENSG00000153789.12_FAM92B,0,0,2,0,0,0,0,1,0,0,0,0
ENSG00000153790.11_C7orf31,345,431,720,668,180,170,194,142,255,248,197,149
ENSG00000153802.11_TMPRSS11D,0,0,0,0,1,0,0,0,0,0,0,1
ENSG00000153814.11_JAZF1,1497.83,1663.87,1451.95,1287.43,442.08,387.62,511.29,496.56,584.45,576.51,516.14,481.81
ENSG00000153815.16_CMIP,2591,3243,3486,2425,1672,1651,2612,1960,2189,2153,2032,1746
ENSG00000153820.12_SPHKAP,1,1,2,6,0,0,0,0,3,5,1,3
ENSG00000153822.13_KCNJ16,54,94,353,322,0,1,1,0,0,0,0,0
ENSG00000153823.18_PID1,424,557,489,431,458,358,308,260,349,276,250,297
ENSG00000153827.13_TRIP12,7756,9549,10304,9333,8995,6876,7511,6568,8321,6908,6423,8438
ENSG00000153832.11_FBXO36,144,155,100,75,41,44,23,29,30,18,25,25
ENSG00000153879.8_CEBPG,1003,1018,1369,1204,2290,1739,1736,1484,2770,2334,2079,2841
ENSG00000153885.14_KCTD15,359,431,227,202,792,621,654,535,1106,1035,885,906
ENSG00000153896.17_ZNF599,128,144,155,95,132,88,119,89,52,69,50,97
ENSG00000153898.12_MCOLN2,3,3,4,6,195,118,85,79,253,218,144,243
ENSG00000153902.13_LGI4,0,0,0,3,3,3,1,9,6,3,1,1
ENSG00000153904.18_DDAH1,5799.29,6318.79,4629.24,4250.67,740.97,734,907.96,769.9,600,480,456,513
ENSG00000153914.15_SREK1,1772,2313,3233,3361,2463,2474,4412,3930,3369,2628,2359,2676
ENSG00000153922.10_CHD1,2421,3219,2336,2536,3403,3553,3379,3133,5363,3922,3826,3753
ENSG00000153930.10_ANKFN1,0,0,6,4,0,0,2,0,1,0,1,5
ENSG00000153933.9_DGKE,262,305,615,631,546,492,771,701,677,586,578,699
ENSG00000153936.16_HS2ST1,1256,1420.8,1226.27,1206.92,1052.86,833.21,885.77,771.36,1047.63,783.89,746.73,989.58
ENSG00000153944.10_MSI2,1604,1901,2261,2153,3676,2903,3641,3013,2327,1837,1995,2520
ENSG00000153956.15_CACNA2D1,764,860,1166,1231,0,0,0,0,0,3,1,4
ENSG00000153975.9_ZUFSP,423,594,483,503,746,808,593,595,1298,798,752,760
ENSG00000153976.2_HS3ST3A1,224.97,328.07,129.83,41.6,457.74,353.02,385.34,260.66,407.3,358.67,391.04,237.99
ENSG00000153982.10_GDPD1,73,59,130,104,73,54,61,53,134,97,89,114
ENSG00000153989.7_NUS1,2768,2891,2342,2380,5808,5031,5227,4123,5297,4192,4203,4767
ENSG00000153993.13_SEMA3D,284,340,645,661,2,6,2,0,1,1,1,0
ENSG00000154001.13_PPP2R5E,1924,2079,2226,2286,1902,1806,2047,1776,2570,1837,1830,2036
ENSG00000154007.6_ASB17,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000154016.13_GRAP,0,0,0,0,0,1,1.84,0,4.13,3,0,1
ENSG00000154025.15_SLC5A10,0,1,0,0,3.01,0,6.01,2,3.87,0,1,1
ENSG00000154027.18_AK5,690,769,647,536,21,27,9,12,9,9,15,18
ENSG00000154040.20_CABYR,108.8,169.56,424,377.65,275,320,476.83,428.8,233.83,151,149.47,166.04
ENSG00000154059.9_IMPACT,1057,1198,979,887,1575,1227,1108,827,1385,1021,859,1140
ENSG00000154065.16_ANKRD29,101,82,191,191,402,318,305,291,368,255,227,295
ENSG00000154079.5_SDHAF4,144,115,105,101,360,259,224,195,304,270,274,316
ENSG00000154080.12_CHST9,13,20,9,6,1,0,0,0,1,0,0,0
ENSG00000154096.13_THY1,69182,87512,86663,53572,88,90,80,55,29,37,38,32
ENSG00000154099.17_DNAAF1,2,2,3,8,39.73,32.59,25.17,35.73,34,55,29,43
ENSG00000154102.10_C16orf74,38,38,7,9,518,325,345,228,571,500,446,420
ENSG00000154114.12_TBCEL,930,1098,1571,1552,601,542,538,496,705,581,489,632
ENSG00000154118.12_JPH3,3,1,0,1,4,1,8,6,3,2,0,3
ENSG00000154122.12_ANKH,1460,1857,1155,894,1531,1180,1345,1136,1245,1100,1038,1275
ENSG00000154124.4_OTULIN,1114,1174,1391,1312,1854,1321,1549,1427,1715,1496,1429,2038
ENSG00000154127.9_UBASH3B,1545,1827,672,601,1447,1485,1343,1107,1187,1046,1287,1359
ENSG00000154133.14_ROBO4,0,5,7,3,60,48,33,31,110,104,91,102
ENSG00000154134.14_ROBO3,110,128,354,189,368,354,411,275,439,339,263,261
ENSG00000154143.2_PANX3,0,0,0,0,1,0,0,0,0,0,0,0
ENSG00000154144.12_TBRG1,1461.52,1824.06,2081.25,1906.91,698.34,550.83,790.95,630.79,764.76,559.53,622.03,667.86
ENSG00000154146.12_NRGN,55,56,84,39,45,59,121,71,42,42,54,37
ENSG00000154153.13_FAM134B,326,364,190,195,201,216,87,111,224,148,167,218
ENSG00000154162.13_CDH12,0,0,2,0,0,0,4,0,236,174,240,200
ENSG00000154165.4_GPR15,0,0,1,0,0,0,0,0,0,0,0,0
ENSG00000154174.7_TOMM70A,2644.77,2876.83,2574.32,2629.18,5535.63,4481.73,4901.42,4076.49,7859.81,6741.39,5143.8,6211.86
ENSG00000154175.16_ABI3BP,179,278,119,69,12,9,9,9,7,3,4,7
ENSG00000154188.9_ANGPT1,75,88,186,177,1057,908,918,842,212,147,206,217
ENSG00000154217.14_PITPNC1,210,239,253,223,1619,1422,1585,1403,1807,1612,1863,2071
ENSG00000154222.14_CC2D1B,1660,2000,2902,1873,2541,1492,1931,1526,2190,1897,1752,2173
ENSG00000154227.13_CERS3,0,0,0,0,2,0,2,0,0,0,0,0
ENSG00000154229.11_PRKCA,3122,3717,3684,2885,1348,1100,1612,1395,545,491,559,706
ENSG00000154237.12_LRRK1,134,211,425,289,1374,917,1275,1059,1172,1105,959,1278
ENSG00000154240.16_CEP112,333,363,410,346,270,277,290,237,225,173,185,196
ENSG00000154252.11_GAL3ST2,2,3,12,0,0,0,1,1,0,0,0,0
ENSG00000154258.16_ABCA9,6,7,9,6,30,16,59,53,6,3,13,19
ENSG00000154262.12_ABCA6,9,6,5,4,97,96,78,93,18,20,40,46
ENSG00000154263.17_ABCA10,61,83,17,30,52,41,59,69,49,27,41,37
ENSG00000154265.15_ABCA5,596,719,489,484,315,262,391,377,390,301,355,377
ENSG00000154269.14_ENPP3,0,0,2,0,0,5,4,4,3,2,3,2
ENSG00000154274.14_C4orf19,21.91,27,54.77,32,54,43,24.83,32.81,75,33,24.74,18.76
ENSG00000154277.12_UCHL1,10400,10677,15283,11329,18,17,13,14,8,10,7,8
ENSG00000154305.16_MIA3,2077,2734,4264,4036,3855,3542,4267,3920,2905,2458,2256,2326
ENSG00000154309.8_DISP1,220,279,583,476,245,205,309,185.44,149,135,110.51,143
ENSG00000154310.16_TNIK,951,1299,3289,2620,495,521,442,420,794,662,485,466
ENSG00000154319.14_FAM167A,3356,3910,4280,3205,1186,929,937,805,428,421,500,557
ENSG00000154328.15_NEIL2,239,309,349,222,537,327,368,319,447,435,333,533
ENSG00000154330.12_PGM5,3,1,0,0,4,6,4,2,0,0,3,0
ENSG00000154342.5_WNT3A,0,0,3,2,0,2,3,1,1,0,0,0
ENSG00000154358.19_OBSCN,141,253.25,342.45,213,649.75,386.27,597,424.25,456.43,386.54,337.76,356.66
ENSG00000154359.12_LONRF1,294,358,338,316,224,188,152,150,431,341,292,337
ENSG00000154370.13_TRIM11,562,775,976,593,1830,1177,1590,1412,2109,1834,1320,1590
ENSG00000154380.16_ENAH,15962,19595,11476,10221,8540,7984,8433,6755,9521,7463,6402,6935
ENSG00000154415.7_PPP1R3A,0,0,0,0,0,0,0,1,0,0,0,0
ENSG00000154429.10_CCSAP,532,554,469,495,535,479,579,525,634,441,472,524
ENSG00000154438.7_ASZ1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000154447.14_SH3RF1,1779,2071,1425,1115,704,661,637,553,847,691,716,764
ENSG00000154451.14_GBP5,232,310,828,637,43,33,34,21,71,65,77,81
ENSG00000154473.17_BUB3,3070,3380,3728,3493,6818,5275,5527,4967,5776,4529,4565,6546
ENSG00000154478.3_GPR26,0,0,0,0,0,1,0,0,0,0,0,0
ENSG00000154479.12_CCDC173,3,1,0,0,0,6,0,4,3,1,4,1
ENSG00000154485.4_MMP21,0,0,1,0,1,2,3,1,4,0,0,0
ENSG00000154493.17_C10orf90,16,8,10,8,133,126,253,154,37,51,65,68
ENSG00000154511.11_FAM69A,815.38,1034,1015.75,979.37,163.4,171,144.02,116,204.12,202,132,155.11
ENSG00000154518.9_ATP5G3,4421,4542,3980,3070,11432,6509,6216,5158,8216,6825,6124,10975
ENSG00000154529.14_CNTNAP3B,27.39,21.98,51.61,51.78,718.48,515.35,567.68,615.84,356.82,303.1,346.66,366.96
ENSG00000154537.4_FAM27C,2,3,7,6,161,125,112,103,102,118,114,157
ENSG00000154545.16_MAGED4,5170.02,6913.65,7789.24,4910.59,3.66,1.45,7.35,6.73,2.55,4.41,0.7,0.19
ENSG00000154548.8_SRSF12,78,53,15,13,7,5,7,18,14,19,17,14
ENSG00000154553.13_PDLIM3,397,469,198,136,26,12,14,12,18,12,14,22
ENSG00000154556.17_SORBS2,100,106,244,184,409,346,350,279,128,142,145,124
ENSG00000154582.16_TCEB1,1641,1691,1874,1650,5515,3640,3370,3016,4958,3956,3930,6327
ENSG00000154589.6_LY96,24,11,6,12,10,9,4,10,1,0,4,6
ENSG00000154611.14_PSMA8,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000154620.5_TMSB4Y,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000154639.18_CXADR,1122,1342,1123,1070,272,307,172,156,582,473,407,445
ENSG00000154640.14_BTG3,1470,1489,1437,1419,1984,1625,1374,1237,1751,1338,1257,1695
ENSG00000154642.10_C21orf91,820,936,783,656,537,451,379,392,382,238,241,310
ENSG00000154645.13_CHODL,4,4,5,7,1,0,2,2,0,0,0,2
ENSG00000154646.8_TMPRSS15,0,4,5,8,0,0,0,0,0,0,0,0
ENSG00000154654.14_NCAM2,51,49,71,71,0,0,0,0,0,0,0,0
ENSG00000154655.14_L3MBTL4,162,212,310,276,0,0,0,0,0,0,0,0
ENSG00000154678.16_PDE1C,5983,7811,5621,5120,577,507,633,633,157,158,166,205
ENSG00000154710.15_RABGEF1,1580,1625.72,1639,1371,2398,1927,1727,1455,2492,2233,2160,2747
ENSG00000154719.13_MRPL39,801,755,806,748,1696,1521,1352,1090,2250,1602,1507,2066
ENSG00000154721.14_JAM2,139,160,485,368,15,10,19,17,8,5,3,6
ENSG00000154723.12_ATP5J,3179.6,3204.89,3086.84,2738.69,4189.78,4555,4607.32,3727.58,4069.32,3759.63,4075.51,3515.58
ENSG00000154727.10_GABPA,1157.4,1475.11,1092.16,1065.31,1421.22,1290,1442.68,1244.42,1355.68,958.37,1123.49,1265.42
ENSG00000154734.14_ADAMTS1,2336,3125,7360,6403,18,15,10,4,7,12,5,6
ENSG00000154736.5_ADAMTS5,10244,12988,24370,22577,30,41,31,20,16,8,12,15
ENSG00000154743.17_TSEN2,234,278,357,298,777,659,717,626,999,740,710,862
ENSG00000154760.13_SLFN13,54.02,83.28,148.06,165.05,344.51,286.6,347.11,338.75,31.93,20.35,42.96,40.58
ENSG00000154764.5_WNT7A,206,182,472,331,22,22,3,2,38,41,59,35
ENSG00000154767.14_XPC,1782,2409.6,3546.73,2715.58,3140,2182.54,2625.58,2247,1729.03,1617.44,1581.48,1900
ENSG00000154781.15_CCDC174,769,900,1095,889,597,660,605,483,593,582,544,496
ENSG00000154783.10_FGD5,5,7,0,0,2,1,3,1,0,0,0,0
ENSG00000154803.12_FLCN,833,1023,2252.27,1522.2,849,517,596.23,529,840,695.97,609,902.52
ENSG00000154813.9_DPH3,1159,1191,966,895,1030,811,682,621,1358,962,871,1213
ENSG00000154814.13_OXNAD1,193,172,217,226,602,496,436,447,642,486,510,659
ENSG00000154822.15_PLCL2,183,252,314,292,83,60,73,49,44,20,47,68
ENSG00000154832.14_CXXC1,1053,1313,2337,1315,1565,1027,1384,1042,1421,1310,1096,1191
ENSG00000154839.9_SKA1,244,288,331,370,579,498,616,540,664,543,531,553
ENSG00000154845.15_PPP4R1,3769,4118,4234,3923,3342,2821,2814,2404,3832,3308,3264,4277
ENSG00000154856.12_APCDD1,0,0,0,0,0,0,0,0,0,0,0,1
ENSG00000154864.11_PIEZO2,6901,8721,6730,5787,9,16,9,7,4,3,6,8
ENSG00000154889.16_MPPE1,448.17,482.1,466.41,395.22,557.42,346.9,421.37,323.5,360.15,313.61,293.93,412.76
ENSG00000154914.16_USP43,327,424,260,194,175,144,130,91,364,276,249,329
